Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF311408,SF311411,SF311412,SF311413,SF311414,SF311415,SF311416,SF311418,SF311420,SF311421,SF311422,SF311423,SF311424,SF311425,SF311426,SF311427,SF311428,SF311429,SF311430,SF311431,SF311432,SF311433,SF311435,SF311436,SF311437,SF311438,SF311440,SF311441,SF311442,SF311443,SF311444,SF311445,SF311446,SF311447,SF311448,SF311449,SF311450,SF311451,SF311452,SF311453
01/08/2001,546637482,320540208.4,261652257.4,58887951,62996454,62996454,N/E,1941486165,690468761.3,681493265.3,655460688.3,26032577,8975496,4024777,4024777,N/E,4950719,241229803.4,463150118,463150118,N/E,2124978941,141463656.5,23683522.5,18345597.1,2153260070,2270389,450404,1819985,7580802,740951,6839851,6729059,11210484.9,10530784.9,132400,547300,490394,490394,N/E
01/09/2001,578773947,348884316.1,266393836.1,82490480,64050832,64050832,N/E,1963392600,708854412.6,699780726.6,690424586.6,9356140,9073686,4089100,4089100,N/E,4984586,196021474.2,479742766,479742766,N/E,2153382647,140779497.7,26632595.6,22577954.2,2181575634,2339229,357795,1981434,7768618,700480,7068138,6483167,10705505.2,9691905.2,604700,408900,896468,896468,N/E
01/10/2001,577395500,348388637.6,269402675.6,78985962,64219978,64219978,N/E,2005006311,705770124.3,696449389.3,685906034.3,10543355,9320735,4302860,4302860,N/E,5017875,207549579.1,514291108,514291108,N/E,2188725389,135962996.1,30612012.3,17144069.6,2214295621,2360668,396994,1963674,6679380,377432,6301948,5351270,10574799.1,10381099.1,45200,148500,604115,604115,N/E
01/11/2001,610195419,364521077,274928824,89592253,70806907,70806907,N/E,2027455185,700937130.5,690951956.5,682523786.5,8428170,9985174,4925831,4925831,N/E,5059343,213762471.5,502560164,502560164,N/E,2237688119,157585350.9,28227262.4,24420321.2,2263969254,2299281,376645,1922636,6589486,688139,5901347,5347887,11165333.8,10299933.8,566500,298900,879147,879147,N/E
01/12/2001,680465101.7,400219361.9,315993875.9,84225486,80319118,80319118,N/E,2051445324,654739251.8,644459008.8,633474538.8,10984470,10280243,5230932,5230932,N/E,5049311,216813884.6,499427086,499427086,N/E,2246850944,136778238.6,27731363.9,30896017,2279012678,3286531,1342733,1943798,6045937,328604,5717333,5659654,16578698,15408198,973300,197200,590914,590914,N/E
01/01/2002,633735844.4,369208302.9,287255348.9,81952954,77305226,77305226,N/E,2025027905,641286981.6,630480758.6,621188338.6,9292420,10806222.97,5356137.97,5356137.97,N/E,5450085,224777240.2,525227839,525227839,N/E,2209485902,124426925.5,27965678.8,32065392.4,2240006106,4000832,2063434,1937398,6129028,378636,5750392,5503770.5,13424247.4,12669147.4,41000,714100,1462326,1462326,N/E
01/02/2002,627350424.1,368440140.1,286488363.1,81951777,76214406,76214406,N/E,2015289239,648557452.2,638130786.8,634451563.8,3679223,10426665.43,5202921.43,5202921.43,N/E,5223744,230189409.9,509191953,509191953,N/E,2218255044,140720630.5,28559690.7,33685483.9,2247433741,3800903,1815956,1984947,5775572,383989,5391583,5419990.99,13557839.3,13121339.3,235100,201400,624391,624391,N/E
01/03/2002,642571824.4,372388712.4,292256790.4,80131922,78124589,78124589,N/E,2040686720,637393273.8,626969680.2,623211353.2,3758327,10423593.68,5186394.68,5186394.68,N/E,5237199,242480135,518241487,518241487,N/E,2241605116,130616668.5,33510291.1,36791435.7,2271723565,4170432,2192400,1978032,5661979,497935,5164044,5336211.47,14561156.5,13890756.5,276900,393500,388670,388670,N/E
01/04/2002,629813665.7,371214900.8,290193036.8,81021864,74877045,74877045,N/E,2018450025,595440334.6,585082739.2,579495540.2,5587199,10357595.46,5086710.46,5086710.46,N/E,5270885,269870683.3,523325341,523325341,N/E,2236486261,148947140.5,27616024.2,41473071.5,2268798862,4158225,2089458,2068767,5810533,482034,5328499,6042371.81,15325295.8,14400995.8,17800,906500,976176,976176,N/E
01/05/2002,632831164.5,361603753.5,282438133.5,79165620,79137127,79137127,N/E,2058004444,615934602.5,605442572.3,604154439.3,1288133,10492030.16,5104593.16,5104593.16,N/E,5387437,262598019.3,546640658,546640658,N/E,2244558623,112083183.8,36471400.7,37999593.9,2274861147,3377982,1306266,2071716,5757886,465625,5292261,5929417.77,14506877,14304577,116400,85900,730362,730362,N/E
01/06/2002,653585380.9,378507133.4,297116780.4,81390353,82037143,82037143,N/E,2067318859,631597040.4,620777428.2,611828182.2,8949246,10819612.22,5323744.22,5323744.22,N/E,5495868,250276186,531860252,531860252,N/E,2279148786,136777715,34480216.4,40571995.4,2309048860,3577721,1528866,2048855,6249337,413984,5835353,5805511,13752912.8,13186012.8,46500,520400,514592,514592,N/E
01/07/2002,650359307.9,378435881.5,297275779.5,81160102,81029321,81029321,N/E,2076970785,608104590.3,597152243.3,586876135.3,10276108,10952347.03,5386826.03,5386826.03,N/E,5565521,253823189.6,564683697,564683697,N/E,2280461170,122536489.3,37760859.1,43193037.1,2311051142,3331728,1158359,2173369,7261805,470376,6791429,5773176.79,13411021,13024571,131300,255150,812241,812241,N/E
01/08/2002,647583240.8,375372534,293567520,81805014,80665152,80665152,N/E,2063013368,613675066.1,602624710.1,593626969.1,8997741,11050356.05,5420910.05,5420910.05,N/E,5629446,256109298.5,545645763,545645763,N/E,2274224125,117495707.9,46020189.3,47694859.7,2299430432,3402639,1314050,2088589,2748331,591631,2156700,5694303.39,12953545.6,12591345.6,121000,241200,407488,407488,N/E
01/09/2002,654061115.1,383238188.4,299419767.4,83818421,77636339,77636339,N/E,2047672467,622940881.5,611784567.7,602924953.7,8859614,11156313.78,5468985.78,5468985.78,N/E,5687328,245113676.4,525556794,525556794,N/E,2271543705,129881444.9,53118033.5,40871760.1,2298464790,3519935,1384738,2135197,2520415,633333,1887082,5615430,14830136.7,13655736.7,643200,531200,435168,435168,N/E
01/10/2002,651911832.1,380277112.1,295918668.1,84358444,78677905,78677905,N/E,2055627847,627722399.2,616383646.8,607610106.8,8773540,11338752.37,5620303.37,5620303.37,N/E,5718449,244311940.5,531681675,531681675,N/E,2289008845,135606115.2,53401584.1,44373298.7,2318188452,3560814,1355706,2205108,3601008,1740825,1860183,5311370.79,16471923.9,15899723.9,478100,94100,234491,234491,N/E
01/11/2002,679638518.8,391399589.5,305143087.5,86256502,84818864,84818864,N/E,2151458055,667518076.3,656197068.4,644173302.4,12023766,11321007.87,5575887.87,5575887.87,N/E,5745120,251790032.3,552511428,552511428,N/E,2408001110,132021633.8,68801194.7,55720226.2,2435567534,3574696,1277924,2296772,2335009,466117,1868892,5345392.45,15855442.6,14976942.6,471100,407400,455884,455884,N/E
01/12/2002,766241058.5,436411898,352122993,84288905,96360801,96360801,N/E,2176465317,618393978.2,606595056.2,595544042.2,11051014,11798922.02,5839079.02,5839079.02,N/E,5959843,251433332.3,540396948,540396948,N/E,2427046482,154425963.3,47503035.8,48652166,2455711656,3599074,1297206,2301868,2223012,414823,1808189,5274536,17114815.4,15772015.4,261700,1081100,453736,453736,N/E
01/01/2003,719717017.7,401391293.7,317334053.7,84057240,93567839,93567839,N/E,2199341968,710497130.8,698329116.8,685075905.8,13253211,12168014.07,6041858.07,6041858.07,N/E,6126156,238822254.3,530305565,530305565,N/E,2411520247,139619887.3,39532131,33026260.9,2451545150,3011613,641531,2370082,4199319,2514891,1684428,5131262.25,27168158,26007858,269600,890700,514551,514551,N/E
01/02/2003,707376873.6,396671684.5,314757619.5,81914065,91074773,91074773,N/E,2193188057,745838303.2,733764599.2,720923230.2,12841369,12073703.96,5863370.96,5863370.96,N/E,6210333,236131644,503841236,503841236,N/E,2392296017,140914070.4,26443339.9,31750550.2,2426113530,3299679,828836,2470843,5657689,2789606,2868083,5001695.1,19457177.9,18358577.9,329600,769000,401272,401272,N/E
01/03/2003,714382417.1,415157822,328907347,86250475,84283896,84283896,N/E,2165133600,727559540,715253407.6,704453654.6,10799753,12306132.34,6039719.34,6039719.34,N/E,6266413,239060265.8,484131377,484131377,N/E,2377738956,138238728.4,28730365.9,45636261.9,2416371430,2900364,655507,2244857,5165520,2515160,2650360,5054313,20614780.7,20179680.7,334100,101000,4897496,4897496,N/E
01/04/2003,702921409.5,400038777,319761889,80276888,87928291,87928291,N/E,2160440657,682475712.3,669812907,660351751,9461156,12662805.23,6251935.9,6251935.9,N/E,6410869.33,268695691.2,506347844,506347844,N/E,2374009434,123347104.6,35363102,54858570.8,2409664652,2773525,649012,2124513,6424067,2681621,3742446,5225102.26,20795966,18981666,236100,1578200,436557,436557,N/E
01/05/2003,711851230.1,397088506.7,317260198.7,79828308,94723709,94723709,N/E,2186149137,672675500,659764116.9,650527255.9,9236861,12911383.1,6324079.7,6324079.7,N/E,6587303.4,301988026.3,499634381,499634381,N/E,2390819908,124549455.3,33485733.6,46635581.5,2425545422,2795755,688335,2107420,4858541,2555522,2303019,5528054.33,21194155.3,20447355.3,614000,132800,349009,349009,N/E
01/06/2003,727496498.3,416309321.8,337117908.8,79191413,93004352,93004352,N/E,2148802351,653375002.3,640698336.4,628911295.4,11787041,12676665.9,5910366.23,5910366.23,N/E,6766299.67,301838563.8,466092287,466092287,N/E,2375141331,126193761.7,41472981,58672237.4,2411462154,3551905,855688,2696217,5057766,2668482,2389284,5762395.57,21645321.2,21146521.2,327900,170900,303435,303435,N/E
01/07/2003,722539884.1,409989179.7,331880383.7,78108796,96452961,96452961,N/E,2191210125,668384600.8,655388457.4,643477584.4,11910873,12996143.33,6094831.88,6094831.88,N/E,6901311.45,299552845.8,500732794,500732794,N/E,2421486624,149395178.9,36076797.1,44804523.6,2464554721,3384247,469661,2914586,8676400,4388239,4288161,5822090.61,24830700.3,24103900.3,587400,139400,354659,354659,N/E
01/08/2003,720237740.5,402991275.9,329626824.9,73364451,99004621,99004621,N/E,2178263151,670727521.7,657074048.6,648029882.6,9044166,13653473.07,6634143.89,6634143.89,N/E,7019329.18,294709842.9,492588046,492588046,N/E,2417294582,151847256.1,42657787.1,44526387.8,2463028263,4309011,1122039,3186972,7650362,4517787,3132575,5521026.86,28111639.1,27049439.1,844300,217900,141642,141642,N/E
01/09/2003,723358643.5,411026912.8,336608588.8,74418324,96662105,96662105,N/E,2195512337,692489489.8,678701998.5,670034367.5,8667631,13787491.22,6647071.56,6647071.56,N/E,7140419.66,295155085.7,484509118,484509118,N/E,2451161011,158865934.6,38631226.8,58151512.2,2494511673,4398395,1138138,3260257,6383140,4232722,2150418,5709205.02,26785818.4,25788118.4,805800,191900,74104,74104,N/E
01/10/2003,731312557.6,407703614.7,333497781.7,74205833,100398028,100398028,N/E,2196196189,666080158.1,652140327.5,642482085.5,9658242,13939830.61,6676236.42,6676236.42,N/E,7263594.19,297304009.8,501499464,501499464,N/E,2448639040,163688211.3,37332987,51421652.4,2489268650,3989968,733080,3256888,4064661,2146042,1918619,5622418.98,26822365.6,25419165.6,290600,1112600,130196,130196,N/E
01/11/2003,765699246.1,429011468.1,353088794.1,75922674,106371703,106371703,N/E,2187834956,679985027,665807292.2,657326007.2,8481285,14177734.84,6814692.68,6814692.68,N/E,7363042.16,292774198.9,449376484,449376484,N/E,2449018674,172069487.1,40143571.7,48970659.5,2488896240,4729931,1317872,3412059,2539810,576515,1963295,5616158.26,26815239.9,25770839.9,854100,190300,176427,176427,N/E
01/12/2003,857418364.2,469805950.2,395812474.2,73993476,122588972,122588972,N/E,2331594975,700583173.9,685637516.8,676489841.8,9147675,14945657.02,7277162.35,7277162.35,N/E,7668494.67,287124984.7,486468452,486468452,N/E,2607818731,190552267.7,36642931.3,49028556.9,2645095999,3592680,1074109,2518571,3401140,618888,2782252,5528923.02,24543341.7,24035441.7,216700,291200,211184,211184,N/E
01/01/2004,811975918,440487765.5,358560894.5,81926871,118322718,118322718,N/E,2339289329,665507559.5,650087732.1,640628761.1,9458971,15419827.44,7537462.68,7537462.68,N/E,7882364.76,304484897.2,557320954,557320954,N/E,2564991154,146287641.2,41895027.5,37519156.7,2611785229,2941032,1193312,1747720,3598265,555024,3043241,5632498.18,34351352.5,32839252.5,1241900,270200,270927,270927,N/E
01/02/2004,804429647.4,440770458.6,358694185.6,82076273,115533265,115533265,N/E,2285732239,661914227.3,646399047.5,632576111.5,13822936,15515179.82,7493670.78,7493670.78,N/E,8021509.04,303896419.6,515491945,515491945,N/E,2532281631,156398296.6,30979512.4,59171582.7,2591187708,2983913,1169637,1814276,3636043,791194,2844849,5502739.46,46547244.6,45969544.6,258400,319300,236137,236137,N/E
01/03/2004,796861660.5,443988898.5,362088945.5,81899953,111809377,111809377,N/E,2312217167,724264398.8,708522420.1,696809663.1,11712757,15741978.77,7575512.52,7575512.52,N/E,8166466.25,310326633.8,480764474,480764474,N/E,2540681785,146716445.1,31459258.2,50288914.5,2622618121,4031165,2135664,1895501,5217164,652394,4564770,5917246.27,66410039.4,65262639.4,835000,312400,360721,360721,N/E
01/04/2004,799774807.4,437855804.9,356638924.9,81216880,112904157,112904157,N/E,2306755673,701271155.4,685117449.2,675909310.2,9208139,16153706.24,7879392.73,7879392.73,N/E,8274313.51,311789487.1,493920223,493920223,N/E,2549256765,162598365.5,30995025.1,48907701.2,2598577457,3913863,1532537,2381326,3487284,521908,2965376,6636771.59,34837779.9,34148779.9,393000,296000,444994,444994,N/E
01/05/2004,816684885.4,451903558.4,364636727.4,87266831,112758935,112758935,N/E,2291715363,677069913.1,660524730.2,648800558.2,11724172,16545182.94,8036006.38,8036006.38,N/E,8509176.56,304278740.4,493681824,493681824,N/E,2542956730,164531860.9,33468268.5,53241238.1,2589911185,3674437,1713319,1961118,3394028,518726,2875302,5781416.82,33976713.4,33578613.4,184200,213900,127859,127859,N/E
01/06/2004,849498926.4,476321211.2,387867711.2,88453500,121652013,121652013,N/E,2336357856,706736429.5,690189283.5,678091976.5,12097307,16547146.07,7853314.38,7853314.38,N/E,8693831.69,293080560.4,487041940,487041940,N/E,2611077096,180007676.5,41000115.2,53711447.5,2670053904,2917759,858919,2058840,3527979,547410,2980569,5883930.66,46483721.4,45881421.4,249400,352900,163418,163418,N/E
01/07/2004,830657826.8,452198805.4,362497040.4,89701765,123657749,123657749,N/E,2300126954,701843900.6,684623814,673359368,11264446,17220086.54,8339641.22,8339641.22,N/E,8880445.32,290701256,476923971,476923971,N/E,2577388741,185286330.7,41980290.7,49995165.3,2631472647,2897799,1033045,1864754,3608078,542688,3065390,5845615.19,41560922.8,40018822.8,1128100,414000,171491,171491,N/E
01/08/2004,824501677.8,461194577.9,364986004.9,96208573,114413835,114413835,N/E,2300666021,701489894.9,684021470.8,672021470.8,12000000,17468424.07,8418986.75,8418986.75,N/E,9049437.32,288227327.6,486447121,486447121,N/E,2557817160,165084083.2,47032453.1,45034602.8,2620076450,3582796,1208150,2374646,4179341,1035081,3144260,6374397.44,47960698.1,44761798.1,2179800,1019100,162057,162057,N/E
01/09/2004,832481290.2,465679057.1,369871474.1,95807583,118090130,118090130,N/E,2340295312,701200660.7,683418793.1,671427612.1,11991181,17781867.54,8581619.85,8581619.85,N/E,9200247.69,298736931.8,507876429,507876429,N/E,2548599026,141431443.6,30409638.7,36462631.6,2625096659,4340404,2271484,2068920,4515879,1286718,3229161,5870221.55,61649922.8,55255222.8,6159200,235500,121206,121206,N/E
01/10/2004,844900914.9,466147147.3,374214771.3,91932376,120695564,120695564,N/E,2379130414,727151202.4,709427989,698524380,10903609,17723213.44,8405991.3,8405991.3,N/E,9317222.14,302393878.6,504684418,504684418,N/E,2605540709,145169362.8,36996912.4,44244019.8,2688796091,3677295,1810399,1866896,4496208,942150,3554058,6182582.61,68804057,65904857,1659100,1240100,95239,95239,N/E
01/11/2004,865986082.3,482035908.1,381231072.1,100804836,120894772,120894772,N/E,2432524755,747122962.9,728624514.2,717323820.2,11300694,18498448.66,9079500.5,9079500.5,N/E,9418948.16,294450999,524964711,524964711,N/E,2613570128,127151282.1,30016602.7,23877488.4,2707165360,3690125,1486337,2203788,4358493,968826,3389667,6159858.22,79373016.8,74205316.8,4933200,234500,13739,13739,N/E
01/12/2004,946312797.1,505356662.1,408520250.1,96836412,138064785,138064785,N/E,2493275018,743866395.6,725309786,712891966,12417820,18556609.62,8852850.82,8852850.82,N/E,9703758.8,295922712.8,507173112,507173112,N/E,2715624840,131430148.2,44481746.5,46437928,2809007975,4295744,2269931,2025813,4424078,1087105,3336973,6294874.71,78352155.2,76201355.2,94400,2056400,16283,16283,N/E
01/01/2005,908035091.6,489951600.8,393081102.8,96870498,130033688,130033688,N/E,2467608912,749906414,731249004.5,720592300.5,10656704,18657409.46,8643775.77,8643775.77,N/E,10013633.69,299668781.3,509998625,509998625,N/E,2667752473,111073193.1,45512634.8,43557733.1,2779174451,3252305,1033643,2218662,4940522,1572798,3367724,6395277.06,96816147.4,89244547.4,7315700,255900,17727,17727,N/E
01/02/2005,903986453.7,494467565.2,394433800.2,100033765,128256406,128256406,N/E,2446272629,727658769.9,708556082,695656756,12899326,19102687.97,8910665.72,8910665.72,N/E,10192022.25,304950727.9,509676677,509676677,N/E,2660632644,107206594.7,62438683,44714737.3,2771518908,3589263,1380075,2209188,4833719,1516275,3317444,4673246.69,97773752.9,97447052.9,110100,216600,16283,16283,N/E
01/03/2005,890367065.1,485636067.1,392423971.1,93212096,127207829,127207829,N/E,2468978150,741246222.9,721894817.7,708850264.7,13044553,19351405.2,9030946.55,9030946.55,N/E,10320458.65,307113913.8,530250948,530250948,N/E,2674365281,125054190.8,45757267.4,34575672.8,2792831721,3558942,1215336,2343606,5122515,1511747,3610768,6273919.61,103496311.7,98624611.7,4545000,326700,14752,14752,N/E
01/04/2005,890894217.5,480053853,383335812,96718041,132195301,132195301,N/E,2476323493,750329210.3,730620261.6,716170573.6,14449688,19708948.7,9254383.34,9254383.34,N/E,10454565.36,310060299.5,525039766,525039766,N/E,2675178735,117676334.8,51071382.7,30107523.7,2793418060,3172625,1183563,1989062,5375400,2143029,3232371,6672814.3,103005827.7,101462127.7,116200,1427500,12658,12658,N/E
01/05/2005,892003008.8,483232255.8,384287786.8,98944469,128908885,128908885,N/E,2461296990,749712772.1,729597924,716723552,12874372,20114848.13,9416195.09,9416195.09,N/E,10698653.04,315510176.5,504071033,504071033,N/E,2670568899,132537559,39586084.8,37148264.4,2789241738,3149200,1242434,1906766,4972354,1521314,3451040,6438376.53,104095406.1,101485106.1,304300,2306000,17503,17503,N/E
01/06/2005,929955320.6,506178831.5,406056368.5,100122463,141475251,141475251,N/E,2510152999,743040727.4,722640645.8,709267951.8,13372694,20400081.63,9513514.81,9513514.81,N/E,10886566.82,325876060.1,511280891,511280891,N/E,2719219807,129227460.5,29046109,50793238.3,2844573683,3195636,1347606,1848030,4200146,854985,3345161,7884190.51,110057222.2,109474422.2,286900,295900,16681,16681,N/E
01/07/2005,924866787.2,494461428.9,397361808.9,97099620,145212984,145212984,N/E,2530217233,761010325.4,740444958.7,728444734.7,12000224,20565366.74,9508592.44,9508592.44,N/E,11056774.3,334259848.2,510080272,510080272,N/E,2751182872,141762515.9,22732966,56470157.8,2879277886,3173437,1302349,1871088,6369454,3097847,3271607,6588427.08,111950039.6,107314339.6,233400,4402300,13656,13656,N/E
01/08/2005,916392444.5,504645599.9,406522502.9,98123097,135070008,135070008,N/E,2548081745,765362298.4,744504940.2,733245225.2,11259715,20857358.17,9608975.08,9608975.08,N/E,11248383.09,328785632.4,537541370,537541370,N/E,2750822939,109935503.4,22592075,70213615.5,2882813120,5989450,3909897,2079553,3730490,615366,3115124,6825028.42,115431543.2,110947943.2,2172500,2311100,13669,13669,N/E
01/09/2005,924600729.5,500096298.7,403303464.7,96792834,140203716,140203716,N/E,2583841433,774522965.3,753346166.6,742444079.6,10902087,21176798.67,9773143.31,9773143.31,N/E,11403655.36,371799235.8,512918502,512918502,N/E,2805962562,122826831,38845249.6,60449049.2,2936753831,4108792,2147858,1960934,3790757,824134,2966623,6990523.72,115880373.4,111520873.4,395000,3964500,20822,20822,N/E
01/10/2005,934761855.5,512072633.7,417304842.7,94767791,135152693,135152693,N/E,2646976727,785161268.4,763693871.9,751759589.9,11934282,21467396.47,9932489.46,9932489.46,N/E,11534907.01,381533411.4,545520192,545520192,N/E,2867792326,126277371.8,25126595.1,69411631.8,2999144845,5019537,2913427,2106110,2414126,632637,1781489,7162701.52,116741197.5,112447397.5,264900,4028900,14957,14957,N/E
01/11/2005,962288428.1,528855912.7,428575869.7,100280043,141024558,141024558,N/E,2686753941,769942300.6,748148463.5,733961428.5,14187035,21793837.05,10168305.98,10168305.98,N/E,11625531.07,391738498.6,562784714,562784714,N/E,2895934010,119592881.9,20204490.4,69382696.8,3029507653,4289190,2122166,2167024,3004784,1463071,1541713,7337574.42,118924131.8,115316431.8,70900,3536800,17962,17962,N/E
01/12/2005,1068139312,566719314.5,471440188.5,95279126,162985030,160369053,2615977,2847571536,774677024.2,752115090.2,718873662.2,33241428,22561934,10801330.77,10801330.77,N/E,11760603.23,402280514,602474686,602474686,N/E,3033053549,116012924.4,24131267.8,45337820.6,3169019576,8629559,7698875,930684,6070333,185971,5884362,8025578.74,111353190.9,106256100.9,1741160,3355930,1887366,1887366,0
01/01/2006,1019917763,545006687.2,445298102.2,99708585,153984350,149888928,4095422,2844250762,735245117.4,712334626.9,684134476.9,28200150,22910490.49,10744664.75,10744664.75,N/E,12165825.74,418156073.5,670931808,670931808,N/E,2993440327,91620682.8,33132851.7,24436030,3135131561,7124265,5903116,1221149,5771935,187435,5584500,8216895.69,119888367.5,115250307.5,2557720,2080340,689771,689771,0
01/02/2006,1012587330,544374949.1,442907562.1,101467387,153148006,147261109,5886897,2877334284,750929386.5,727836695.4,699915394.4,27921301,23092691.04,10799176.69,10799176.69,N/E,12293514.35,445107847.5,668709720,668709720,N/E,3044877557,105108622.5,28725783,33708867.6,3198706257,11540386,10314840,1225546,5127749,169976,4957773,8460224.19,127332956.2,122859416.2,1271010,3202530,1367384,1367384,0
01/03/2006,1032942320,552081145.3,446148989.3,105932156,159930402,152961251,6969151,2980422004,825400519.4,801976945.2,772931403.2,29045542,23423574.29,11007687.97,11007687.97,N/E,12415886.32,456167115.7,665912049,665912049,N/E,3163871164,117749144.4,34738117.3,30961899,3329175586,13863105,12406177,1456928,5004159,155735,4848424,8859509.91,136976886.1,132909036.1,123540,3944310,600762,600762,0
01/04/2006,1042284481,559872679.9,452668148.9,107204531,161088227,156642293,4445934,3048483722,850646801.7,827088858.4,794010144.4,33078714,23557943.34,11023366.01,11023366.01,N/E,12534577.33,471113160.5,684439279,684439279,N/E,3236141219,117627341.2,48411659.9,21618495.1,3417691290,8370723,7153052,1217671,4939546,146708,4792838,9010584.53,157816540.8,152900640.8,1085900,3830000,1412677,1412677,0
01/05/2006,1047836111,565761697.7,455209262.7,110552435,157003311,152765922,4237389,3033323264,798821176.2,774731220,744499313,30231907,24089956.22,11333250.43,11333250.43,N/E,12756705.79,478473065.5,708192912,708181619,11293,3243798943,118276883.2,60159632.9,32039162,3419337179,9169332,7983312,1186020,5563751,151961,5411790,9194349.75,150874024.3,146329524.3,313370,4231130,736779,736779,0
01/06/2006,1096855213,593596982.7,473800869.7,119796113,168442404,163690211,4752193,3072939063,808199247.2,784519131.6,752773497.6,31745634,23680115.64,10703244.05,10703244.05,N/E,12976871.59,485286527.7,682598075,681529125,1068950,3306298184,144152443.4,43263020.8,45943657.2,3485925940,16401371,13511259,2890112,5160899,120721,5040178,9439985.74,147062527.5,142065157.5,1143570,3853800,1562972,1562972,0
01/07/2006,1091461936,594333744.6,474325413.6,120008331,162316551,157297191,5019360,3008830705,752324040.3,728810485.3,697055433.3,31755052,23513555,10329826.51,10329826.51,N/E,13183728.49,494831801.2,670212928,667624263,2588665,3252418723,141162733.4,46851268.3,55574016.1,3409114594,8356607,7321120,1035487,5835771,118957,5716814,7936976.4,133909969,131083549,133780,2692640,656547,656547,0
01/08/2006,1060740930,574562369.2,465601049.2,108961320,160351923,155335815,5016108,2985924210,747543909.9,723514549.7,694933631.7,28580918,24029360.19,10594987.4,10594987.4,N/E,13434372.79,515532269.6,662107101,656789870,5317231,3248576820,178658170.4,18254905.7,65739533.3,3393810226,9731698,8658951,1072747,10895618,5564416,5331202,7338653.34,116120812.4,113368942.4,191600,2560270,1146625,1146625,0
01/09/2006,1074176151,572969884.5,468278584.5,104691300,168734265,163916782,4817483,2996147269,742501968.8,717568405.2,689862375.2,27706030,24933563.54,11280641.75,11280641.75,N/E,13652921.79,529294912.9,650174237,643100993,7073244,3269032822,186376716.8,13413137.7,73095698.4,3422090961,8330792,7305988,1024804,16664778,11150308,5514470,8584920.86,118924862.7,117836742.7,28280,1059840,552785,552785,0
01/10/2006,1067786693,578628376.9,470448044.9,108180332,158578771,153810786,4767985,3001393662,748480375.7,723137308,695462317,27674991,25343067.67,11526483.33,11526483.33,N/E,13816584.34,543540325.6,641586267,633473102,8113165,3241585282,148857255.4,5779092.5,85555272.1,3401378027,8135937,7235410,900527,10004205,4439876,5564329,8813399.72,132146790.8,127470220.8,3846340,830230,692413,692413,0
01/11/2006,1117490224,589222643,491766513,97456130,178217631,173093253,5124378,3029332577,750039601.9,724323715.9,695805815.9,28517900,25715886.04,11782271.06,11782271.06,N/E,13933614.98,550783049.1,611019702,606700231,4319471,3306558213,180741389.4,7590441.1,88893806,3478285175,12939681,11776397,1163284,5995880,108046,5887834,8392400.65,143265321,139926681,5130,3333510,1133679,1133679,0
01/12/2006,1218196212,630163747.3,532465964.3,97697783,195677886,191167727,4510159,3203214575,758540134.8,732094061,702216344,29877717,26446073.77,12197784.04,12197784.04,N/E,14248289.73,547121890.6,679356337,675751067,3605270,3499687088,186045863.5,7747164.4,102679485.8,3676037795,8981856,7944829,1037027,13709262,6470883,7238379,8887770.67,142877810.8,136011800.8,48770,6817240,1894007,1894007,0
01/01/2007,1145328848,593248522.1,496389295.1,96859227,182351640,176866334,5485306,3157546039,765376743.7,738715194.7,711216059.7,27499135,26661549.01,12192021.32,12192021.32,N/E,14469527.69,556359656.2,690480791,685843750,4637041,3394840359,144846620.2,7496372.5,84951327.5,3575554047,9978871,9431271,547600,5850015,162492,5687523,8725903.8,153513531,150602611,8230,2902690,2645367,2645367,0
01/02/2007,1130788211,590095684.3,495767871.3,94327813,178364844,172941680,5423164,3182388232,773656598.1,747074590.3,719042710.3,28031880,26582007.85,11891667.81,11891667.81,N/E,14690340.04,568413341.4,709530081,705154913,4375168,3402686408,160148797.2,10930586.4,49218792.5,3583742507,9946185,9370393,575792,5851213,171666,5679547,9117950.13,155030212,152030292,531100,2468820,1110539,1110539,0
01/03/2007,1144618543,585615434.4,492819946.4,92795488,188740617,183461895,5278722,3208342307,764508313,737097768.8,709481085.8,27616683,27410544.15,12505642.31,12505642.31,N/E,14904901.84,592752348.8,706463102,700776649,5686453,3467830071,196460748.8,9546577.7,53480437.2,3659995688,9622496,9121897,500599,14457114,8968514,5488600,8988148.96,158052974.2,153555004.2,7280,4490690,1044884,1044884,0
01/04/2007,1126302579,583892289.1,487370638.1,96521651,179268714,173555531,5713183,3168402699,735737718.7,708283928.4,681088645.4,27195283,27453790.28,12365187.1,12365187.1,N/E,15088603.18,605383271.4,700979130,697781106,3198024,3405540200,172731345.7,6231993.5,58174161.1,3595898097,10903442,10532810,370632,15109485,10034154,5075331,8711584.32,152723430.9,145015470.9,2585660,5122300,2909955,2909955,0
