Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF311408,SF311411,SF311412,SF311413,SF311414,SF311415,SF311416,SF311418,SF311420,SF311421,SF311422,SF311423,SF311424,SF311425,SF311426,SF311427,SF311428,SF311429,SF311430,SF311431,SF311432,SF311433,SF311435,SF311436,SF311437,SF311438,SF311440,SF311441,SF311442,SF311443,SF311444,SF311445,SF311446,SF311447,SF311448,SF311449,SF311450,SF311451,SF311452,SF311453
01/05/2007,1132230566,588115588.6,487777491.6,100338097,181081156,175295720,5785436,3202547655,744620621.4,716759628.3,690407106.3,26352522,27860993.09,12487008.74,12487008.74,N/E,15373984.35,608492173,717204294,705694362,11509932,3465365921,194843827.5,8793046,59181392.6,3668240254,9195894,8843512,352382,5595419,161024,5434395,8725038.29,177361295.3,176583005.3,481960,296330,1996687,1996687,0
01/06/2007,1173513684,611920832.5,513840184.5,98080648,192378747,186029272,6349475,3257091854,784395282.1,755950264.2,730064025.2,25886239,28445017.99,12828616.46,12828616.46,N/E,15616401.53,619892293.1,679290595,670914790,8375805,3484102396,149920949.1,8924409.7,68165183.3,3677291711,10958443,10536664,421779,5399489,153769,5245720,8936071.31,154528337,154216307,72980,239050,13366975,13366975,0
01/07/2007,1162624881,610204201.5,512326616.5,97877585,182585024,176137334,6447690,3244411352,760060972.8,731452252.7,704645299.7,26806953,28608720.08,12753364.16,12753364.16,N/E,15855355.92,623668030.2,698057468,693407969,4649499,3468044296,155678438.8,12219666.8,55734839,3676038655,18232812,17706550,526262,5489596,96922,5392674,9039199.88,168104453.2,167316073.2,32470,755910,7128298,7128298,0
01/08/2007,1172696609,614660009.3,514078643.3,100581366,187066338,180324206,6742132,3321093759,789219433.1,761024702.5,733995063.5,27029639,28194730.6,12790538.24,12790538.24,N/E,15404192.36,635787984.1,723389732,719369021,4020711,3606460805,225393921.3,12720153.1,47252971.8,3816403710,12486514,11947379,539135,5651061,130203,5520858,8522451.89,177569222.3,172451402.3,11130,5106690,5713656,5713656,0
01/09/2007,1198792698,642234775.5,543675897.5,98558878,186256955,180457280,5799675,3330380293,795372997.8,766560297.4,736800958.4,29759339,28812700.47,13193016.43,13193016.43,N/E,15619684.04,651050339.3,685164258,679061193,6103065,3589926854,215502002.4,4802181.6,39242376.8,3816091600,13269723,12874508,395215,6143639,173551,5970088,9492606.35,193111226.2,191163916.2,4390,1942920,4147552,4147552,0
01/10/2007,1178607329,632488508.3,526295007.3,106193501,178162948,172738908,5424040,3364182525,799244489,770487359.3,740754382.3,29732977,28757129.7,13008721.72,13008721.72,N/E,15748407.98,664110265.1,722220442,718975355,3245087,3622357545,216712249.9,4355996,37106774.1,3853925366,11196029,10906768,289261,9480830,3334030,6146800,8911602.12,196265929.1,196012009.1,6730,247190,5713431,5713431,0
01/11/2007,1212874658,633916302.8,530617066.8,103299236,193533722,188014819,5518903,3425921998,846968819.1,818008203.2,788745512.2,29262691,28960615.93,13122745.98,13122745.98,N/E,15837869.95,667845593,698232928,694631383,3601545,3685052187,213463370.7,4367274.1,41299544.7,3938412800,9280645,8979048,301597,6303641,113098,6190543,9430570.22,223076226.1,220753426.1,5680,2317120,5269530,5269530,0
01/12/2007,1349790076,702276977.6,604597975.6,97679002,214195119,209021378,5173741,3559334856,857560191.1,827443107.2,797938939.2,29504168,30117083.89,14031067.91,14031067.91,N/E,16086015.98,677330817.8,674653771,671757605,2896166,3808118453,177356446.9,3606381.4,67820768.8,4069571448,15695193,15344393,350800,9309735,2993471,6316264,8764351.92,222946536.8,221854026.8,0,1092510,4737178,4737178,0
01/01/2008,1267859659,657349328,549670553,107678775,201192458,196760536,4431922,3559901990,870205769,838761400.2,810496080.2,28265320,31444368.78,14952487.13,14952487.13,N/E,16491881.65,688407041.1,733429521,728124888,5304633,3819358984,201765666.3,3204430.9,54486896.1,4117810680,14586496,14138695,447801,6579421,153219,6426202,9161462.28,265348002.4,265001292.5,0,346710,2776315,2776315,0
01/02/2008,1253250279,642710945.9,537268666.9,105442279,203862490,198838976,5023514,3553857620,855829992.3,824206095.6,797410501.6,26795594,31623896.69,14916338.67,14916338.67,N/E,16707558.02,714662842.8,730114506,721393457,8721049,3810129333,192670807,2643904.2,60957001.6,4124363966,9259445,8665355,594090,6594538,160863,6433675,9012355.29,286957773.2,286308453.2,10130,639190,2410522,2410522,0
01/03/2008,1231223441,639112068.5,538355976.5,100756092,190760891,186953435,3807456,3541257666,872617582.4,840941922,814436072,26505850,31675660.41,14943252.22,14943252.22,N/E,16732408.19,739515141.5,697901501,689632424,8269077,3800261651,206033473.7,2656163.6,50314347,4119809822,8697696,8290218,407478,7516027,236639,7279388,9339900.09,290307811.5,287790871.5,540,2516400,3686737,3686737,0
01/04/2008,1231574620,635495337.9,534360736.9,101134601,199772590,195178172,4594418,3568563980,891659323.8,859446082.7,828601591.7,30844491,32213241.11,15181102.35,15181102.35,N/E,17032138.76,754505264.3,690824772,683585788,7238984,3861196063,248503106.1,2148290.8,41980685.9,4185379739,12585051,12217986,367065,14957108,7650813,7306295,9832964.15,283824571.3,280683011.3,0,3141560,2983981,2983981,0
01/05/2008,1235484205,625698470.9,527013962.9,98684508,206875270,201369721,5505549,3645158792,880346308.4,847651713.3,819367560.3,28284153,32694595.04,15375200.13,15375200.13,N/E,17319394.91,767702429.2,761625850,754575870,7049980,3931750257,238644563.1,2148469.1,45798432.5,4251449779,17317696,16967777,349919,7327792,155736,7172056,10484038.98,282356300.4,276819970.4,0,5536330,2213695,2213695,0
01/06/2008,1242487027,645343115.4,546603681.4,98739434,198366150,193251438,5114712,3649332257,897696442.4,864677582.1,836765088.1,27912494,33018860.27,15484764.99,15484764.99,N/E,17534095.28,761223045.9,747925742,741045515,6880227,3914688441,212567603.3,2129152.6,50659427.8,4230063521,17332825,16856646,476179,12052519,5432088,6620431,10434806.22,273401001.2,269246671.2,0,4154330,2153929,2153929,0
01/07/2008,1232771264,627736710.1,530816650.1,96920060,198220073,193804982,4415091,3665262001,921730195.2,887813910.4,858394641.4,29419269,33916284.79,16244922.85,16244922.85,N/E,17671361.94,752074549.7,758685992,750348452,8337540,3985901797,274011406.5,2130987.9,44497400.7,4336440512,13670349,13241277,429072,7360205,320706,7039499,10344300.6,316725398.1,314729448.1,0,1995950,2438463,2438463,0
01/08/2008,1235888354,627893664.8,531107955.8,96785709,200278927,195975399,4303528,3625451382,910143055.5,876146506.5,847774792.5,28371714,33996548.96,16189670.38,16189670.38,N/E,17806878.58,751467736.1,727952236,719021319,8930917,3931097436,251597801,1723517.6,52324735,4306927606,13973956,13589024,384932,7493303,400323,7092980,10017385.89,339765128.3,338070288.3,0,1694840,4580397,4580397,0
01/09/2008,1240044574,641852029.8,545812960.8,96039069,191373873,187277576,4096297,3652276006,923602784,889474007.6,861660491.6,27813516,34128776.37,16300674.4,16300674.4,N/E,17828101.97,760660722,727967926,720911291,7056635,3940307284,215053746.8,1724394.8,71253136.21,4315010323,20463811,20157172,306639,8417952,366788,8051164,9834496.44,329488732.7,328652732.7,0,836000,6498047,6498047,0
01/10/2008,1280698618,650806970.5,538012230.5,112794740,202823903,197329722,5494181,3773233845,1073814290,1039416967,1010567612,28849355,34397322.17,16585807.05,16585807.05,N/E,17811515.12,705969895.2,712751042,702982161,9768881,4020882625,205757228.9,1180146,40711404.8,4351414093,14668807,14216368,452439,9030454,1098333,7932121,9556197.12,296109423.8,282192023.8,0,13917400,1166586,1166586,0
01/11/2008,1336988462,682916247.4,568984454.4,113931793,214891397,210354798,4536599,3805039177,1076850446,1042270908,1012070103,30200805,34579537.95,16767515.83,16767515.83,N/E,17812022.12,668539005.4,722661263,722661263,0,4085021645,213921421.5,1183109.6,64877937.2,4399287112,14083529,13599615,483914,8742617,927672,7814945,9237275.92,276693008.6,276084038.6,0,608970,5509037,1391032,4118005
01/12/2008,1482728232,741041957.4,623258031.4,117783926,244104956,238892898,5212058,3972390752,1114791470,1080253342,1049648304,30605038,34538127.9,16570996.4,16570996.4,N/E,17967131.5,649960209.8,724910841,719049617,5861224,4340072177,306842714.3,925902.2,59912808.2,4660481303,22018058,21416471,601587,10564377,2395317,8169060,9168568.16,276031619.4,275597799.4,1490,432330,2626504,2626504,0
01/01/2009,1416248742,698168930.6,580247191.6,117921739,235187596,230251691,4935905,3983477996,1112993929,1078088990,1049817789,28271201,34904939.05,16840324.87,16840324.87,N/E,18064614.18,674054074.8,780181250,776071233,4110017,4371261026,322200609.2,927807.3,64654613.8,4692168643,11943208,11309161,634047,3470501,410215,3060286,9354223.42,294777159.9,294240439.9,0,536720,1362525,1362525,0
01/02/2009,1420748804,709601506.5,583613417.5,125988089,232786156,227660639,5125517,3987232481,1069698457,1034624542,1004149556,30474986,35073914.89,16967554.96,16967554.96,N/E,18106359.93,676115535,820669685,819020875,1648810,4429589278,386574674.2,925565,54856558,4727573822,10293946,9677078,616868,3003473,474474,2528999,9258564.18,273204973.8,273014663.8,0,190310,2223587,2223587,0
01/03/2009,1403282963,702070278.4,571043621.4,131026657,226699913,221044122,5655791,3974376380,1127143391,1092309802,1064726719,27583083,34833588.97,16704088.98,16704088.98,N/E,18129499.99,691562903.1,752387124,750823669,1563455,4394317694,359671666.5,925816.9,59343830.1,4696226674,12056413,11285258,771155,2569038,822902,1746136,9281718.65,274796960.6,274086010.6,0,710950,3204850,3204850,0
01/04/2009,1394809716,685519356.6,558889955.6,126629401,235772734,227884793,7887941,3969889246,1086214156,1051357502,1026067546,25289956,34856653.65,16693516.94,16693516.94,N/E,18163136.71,721277784.9,767587590,765281052,2306538,4404234909,379400366.6,920388.9,54024907,4707236532,13001127,12449103,552024,1928126,559191,1368935,9203498.46,277469793,276890223,0,579570,1399079,1399079,0
01/05/2009,1405502624,689060158.1,563894821.1,125165337,239548545,232315332,7233213,3929565413,1068463005,1033531211,1007882833,25648378,34931793.81,16697572.03,16697572.03,N/E,18234221.78,737715408.2,717884376,713561017,4323359,4351692066,365825216.4,921131.5,55380305.4,4656478685,11549336,11097034,452302,1499489,460562,1038927,9378831.92,279923868.7,279609218.7,0,314650,2435093,2435093,0
01/06/2009,1412155201,705581403.3,579406244.3,126175159,235187945,228203389,6984556,3970812165,1073576397,1038931285,1014405014,24526271,34645112.48,16377672.43,16377672.43,N/E,18267440.05,749011564.2,736069002,732906570,3162432,4410751118,370856276.8,921338.4,68161338,4702993428,10905838,10425127,480711,1873138,645419,1227719,9521126.72,267200609.7,266908139.7,0,292470,2741598,2741598,0
01/07/2009,1416052316,701892128.7,573852039.7,128040089,236373406,235390341,983065,3991646291,1035080704,999965530.9,965450597.9,34514933,35115173.59,16814385.87,16814385.87,N/E,18300787.72,757075328,783437942,777833639,5604303,4451033650,398975999.1,921676.26,59489683.86,4750449839,9817672,9298918,518754,1845546,666741,1178805,9753514.61,276685644,276319684,0,365960,1313813,1313813,0
01/08/2009,1406616186,717511119.2,579024564.2,138486555,221043693,220025405,1018288,3894463303,1018753436,983160220.9,948672489.9,34487731,35593215.5,17211624.24,17211624.24,N/E,18381591.26,747640991.9,721452688,716927793,4524895,4400205631,440123506,922061.07,64696761.09,4708587599,10258595,9740948,517647,1977677,199804,1777873,8956118.96,285194843.2,284733403.2,0,461440,1994734,1994734,0
01/09/2009,1408923740,719833687.6,589338698.6,130494989,223094721,222072212,1022509,3913068198,1057870196,1001731205,968675948.7,33055256,56138990.95,17107246.5,17107246.5,N/E,39031744.45,760161067.5,686113195,681281187,4832008,4385415370,407925066.5,1022532.93,63399572.61,4713628507,9065904,8437495,628409,2508858,242944,2265914,9517558.62,305723652.6,304912032.6,0,811620,1397163,1397163,0
01/10/2009,1456830289,751119245.9,609751534.9,141367711,231585027,230491577,1093450,3968328795,1047229326,989476422.3,955325964.3,34150458,57752903.96,17523704.74,17523704.74,N/E,40229199.22,760139023.7,704130156,698891031,5239125,4492278219,451763824.5,1022944.96,71162654.74,4838298036,12290871,11690949,599922,2177875,315633,1862242,9267924.55,321412329.3,320513979.3,0,898350,870817,870817,0
01/11/2009,1481480152,770086961.1,621095133.1,148991828,226735663,225626513,1109150,3982432847,1043888842,985930143.7,951947658.7,33982485,57958698.34,17388588.74,17388588.74,N/E,40570109.6,752596104.1,704467749,697557964,6909785,4511445668,457371042.3,1013229.49,70628548.62,4871388499,17090991,16508185,582806,3114548,320451,2794097,10316568.62,328587561,328165031,0,422530,833163,833163,0
01/12/2009,1613450000,793481519.8,653975309.8,139506210,276680063,275242704,1437359,4130781440,1093199909,1034213721,999733370.7,34480350,58986187.97,18070910.75,18070910.75,N/E,40915277.22,756875458.4,667256073,660845542,6410531,4616366611,412498679.2,1013161.07,72073330.85,4988876194,18075526,17645919,429607,17490737,12063135,5427602,10654480.87,325456339.5,324955439.5,0,500900,832499,832499,0
01/01/2010,1547730010,756274548.9,619423835.9,136850713,265514539,264156123,1358416,4081855490,1044816313,985165519.9,948155865.9,37009654,59650792.87,17788087.85,17788087.85,N/E,41862705.02,769616270.1,719692897,712935376,6757521,4531526690,370194861.6,1013589.2,78462749,4918091291,9938690,9545257,393433,10635970,5619688,5016282,10634623.78,354226724.7,353833494.7,0,393230,1128593,1128593,0
01/02/2010,1517869614,741520243.2,605883001.2,135637242,256741919,255398818,1343101,4094608048,1056432680,995524220.6,957111848.6,38412372,60908459.93,17869108.76,17869108.76,N/E,43039351.17,792133762.5,728171992,722261985,5910007,4511611320,332858144.1,1038587.4,83106539.56,4919903357,12769310,11758946,1010364,15513666,10837175,4676491,11000480.23,368326497.6,367845997.6,0,480500,682084,682084,0
01/03/2010,1524673469,744048197.8,602936142.8,141112055,257619332,256344578,1274754,4032744722,1063537817,1002677623,965967989,36709634,60860193.78,17665652.97,17665652.97,N/E,43194540.81,816172032.1,628361404,623022468,5338936,4506117243,388155960.3,1021105.58,84195455.36,4948233401,11942091,11481529,460562,11686660,6082747,5603913,10763025.03,406290773.6,405492293.6,0,798480,1433608,1433608,0
01/04/2010,1503990112,735611331.4,598791048.4,136820283,253434805,252102162,1332643,4019684815,1015861933,954768949.5,921413835.5,33355114,61092983.11,17688001.02,17688001.02,N/E,43404982.09,834811848.3,665020922,659546265,5474657,4507718380,397616746,1021299.5,89395519.36,4996163235,8172021,7709565,462456,16887647,11144486,5743161,10692508.89,451617996.1,451145946.1,0,472050,1074682,1074682,0
01/05/2010,1526831442,748274083.2,624056307.2,124217776,254700509,253337501,1363008,4093547244,1019487332,957541409.3,919490697.3,38050712,61945922.98,18026009.93,18026009.93,N/E,43919913.05,849667396.7,697561073,692986501,4574572,4580986425,399897014,1021693.31,86520473.42,5070400228,12832618,12361819,470799,20440100,15105346,5334754,10860985.01,443784649.8,443187219.8,0,597430,1495450,1495450,0
01/06/2010,1557126005,773146616.9,641151448.9,131995168,262773940,261282176,1491764,4132719561,1052452873,990008075.3,952528888.3,37479187,62444797.67,18143902.83,18143902.83,N/E,44300894.84,881297714.4,641842969,640318137,1524832,4596013260,376242994.4,1012005,86038699.76,5090236268,11511325,11023115,488210,32384098,25429904,6954194,8672145.17,440213931.3,439746751.3,0,467180,1441508,1441508,0
01/07/2010,1562707324,753600739.8,630793252.8,122807487,276589230,275225857,1363373,4152034064,1049607705,986131174.2,944859288.2,41271886,63476531.14,18344969.1,18344969.1,N/E,45131562.04,901456541.1,638262494,636911059,1351435,4653645362,412260231.7,1012486.24,88338579.53,5187667368,15051903,14579515,472388,45577865,35808847,9769018,8030098.24,462939545.3,462343925.3,0,595620,2422595,2422595,0
01/08/2010,1561715861,774314951.3,653713664.3,120601287,261981884,260507545,1474339,4231955534,1065837688,1001846990,961576308.4,40270682,63990697.61,18499560.39,18499560.39,N/E,45491137.22,915779631.4,688622354,687164631,1457723,4729850520,407589078.8,1012834.42,89293072.81,5286095438,14236840,13722140,514700,40659008,30312049,10346959,7660122.11,492003692.9,491109382.9,0,894310,1685255,1685255,0
01/09/2010,1575903554,782598775.6,659455969.6,123142806,272672909,271295190,1377719,4193951327,1029147198,964881734.1,927176687.1,37705047,64265463.47,18366837.28,18366837.28,N/E,45898626.19,931709381.1,657191195,655624420,1566775,4700175225,418828475.9,1023280.81,86372141.56,5296003520,27973766,27224137,749629,35029486,9565856,25463630,7988009.7,522259127.6,521573717.6,0,685410,2577905,2577905,0
